ID,Title,Price,Miles,Location,Market Price
831,2022 Chevrolet Silverado 1500 RST Crew Cab 4WD,$50999,13682 mi,Plymouth; WI,$3961 below market
832,2020 Chevrolet Silverado 1500 Custom Double Cab 4WD,$32690,32120 mi,Plymouth; WI,$2220 below market
833,2022 GMC Terrain SLE AWD,$27814,19214 mi,Plymouth; WI,$1794 below market
834,2021 GMC Terrain SLT AWD,$29000,24538 mi,Beaver Dam; WI,$2039 below market
835,2021 Chevrolet Tahoe Z71 4WD,$58903,53246 mi,Plymouth; WI,$2931 below market
836,2021 Volvo XC90 T6 Momentum 6-Passenger AWD,$43998,33121 mi,Waukesha; WI,$1132 below market
837,2017 Honda Civic LX,$18800,51425 mi,Lake Geneva; WI,$926 below market
838,2021 Kia K5 LXS FWD,$19894,66515 mi,Milwaukee; WI,$1878 below market
839,2021 Cadillac XT4 Sport AWD,$34999,17477 mi,Saukville; WI,$3749 below market
840,2021 Lexus RX 350 AWD,$44679,23671 mi,Milwaukee; WI,$2432 below market
841,2022 Chevrolet Traverse LT Leather AWD,$37500,26241 mi,Cedarburg; WI,$2435 below market
842,2022 Chevrolet Silverado 3500HD High Country Crew Cab 4WD,$72998,17737 mi,Cedarburg; WI,$3193 below market
843,2023 Porsche Macan T AWD,$61382,2301 mi,Milwaukee; WI,$5636 below market
844,2022 GMC Terrain SLE AWD,$27814,19214 mi,Plymouth; WI,$1794 below market
845,2021 Jeep Cherokee Latitude Plus 4WD,$23905,56249 mi,Plymouth; WI,$2528 below market
846,2020 Jeep Gladiator Rubicon Crew Cab 4WD,$42970,32653 mi,Plymouth; WI,$3126 below market
847,2021 BMW X5 M AWD,$84858,11135 mi,Milwaukee; WI,$8218 below market
848,2021 Chevrolet Silverado 1500 LTZ Crew Cab 4WD,$43624,54916 mi,Milwaukee; WI,$2276 below market
849,2021 Acura RDX SH-AWD,$35321,9246 mi,Milwaukee; WI,$1671 below market
850,2020 Ford F-150 XLT SuperCrew 4WD,$31499,81629 mi,Random Lake; WI,$2507 below market
851,2022 Jeep Renegade Limited 4WD,$27894,9243 mi,Gurnee; IL,$1625 below market
852,2022 Ford Escape SEL AWD,$32300,1687 mi,Beaver Dam; WI,$3710 below market
853,2019 Hyundai Santa Fe XL Limited Ultimate AWD,$21999,96504 mi,Franklin; WI,$1828 below market
854,2022 Chevrolet Silverado 1500 LT Crew Cab 4WD,$41999,3723 mi,Saukville; WI,$4262 below market
855,2020 Nissan Rogue SV AWD,$12809,160347 mi,Kenosha; WI,$2388 below market
856,2019 Chevrolet Equinox 1.5T LT AWD,$22875,31034 mi,Milwaukee; WI,$907 below market
857,2018 Ford Explorer XLT,$21983,89931 mi,Oconomowoc; WI,$37 above market
858,2022 Ford Explorer Timberline AWD,$46450,1305 mi,Random Lake; WI,$263 below market
859,2004 Cadillac XLR RWD,$20999,49495 mi,Brown Deer; WI,$3609 below market
860,2023 Acura RDX SH-AWD with Advance and A-Spec Package,$49686,351 mi,Milwaukee; WI,$2892 below market
861,2020 Dodge Charger Scat Pack RWD,$40899,44968 mi,West Bend; WI,$2571 below market
862,2020 Ford Ranger XL SuperCab 4WD,$19580,133189 mi,Watertown; WI,$2514 below market
863,2020 GMC Sierra 1500 SLT Crew Cab 4WD,$43580,48600 mi,Watertown; WI,$2900 below market
864,2019 Chevrolet Camaro,$26995,1787 mi,Plymouth; WI,$3768 below market
865,2013 Chevrolet Silverado 1500 LT Extended Cab 4WD,$8998,204254 mi,Delavan; WI,$2605 below market
866,2021 Ford F-150 XLT SuperCrew 4WD,$39898,20260 mi,Delavan; WI,$4506 below market
867,2021 Cadillac XT5 Premium Luxury AWD,$40884,8106 mi,Delavan; WI,$3771 below market
868,2021 Chevrolet Suburban Z71 4WD,$59898,48674 mi,Delavan; WI,$4990 below market
869,2016 GMC Yukon SLE 4WD,$29999,50500 mi,Sheboygan Falls; WI,$2128 below market
870,2020 Volvo XC90 T6 Momentum 7-Passenger AWD,$38929,34729 mi,Waukesha; WI,$2918 below market
871,2017 Chevrolet Tahoe LT 4WD,$28594,111278 mi,Milwaukee; WI,$2357 below market
872,2020 Chevrolet Equinox 2.0T Premier AWD,$29282,4777 mi,Milwaukee; WI,$2345 below market
873,2020 Toyota Tacoma TRD Sport Double Cab 4WD,$35800,24317 mi,Milwaukee; WI,$3496 below market
874,2022 Jeep Compass Trailhawk 4WD,$30800,31285 mi,Beaver Dam; WI,$266 below market
875,2020 Ford F-150 Lariat SuperCrew 4WD,$43441,31785 mi,Milwaukee; WI,$446 below market
876,2022 Chevrolet Tahoe Z71 4WD,$67999,14267 mi,Plymouth; WI,$1440 below market
877,2019 RAM 1500 Laramie Crew Cab 4WD,$39654,52255 mi,West Bend; WI,$1113 below market
878,2016 Ford F-150 XLT SuperCrew 4WD,$23999,91460 mi,Random Lake; WI,$2785 below market
879,2002 Honda S2000 Roadster,$21900,89791 mi,Delavan; WI,$4698 below market
880,2020 Ford F-150 Lariat SuperCrew 4WD,$45000,20429 mi,Greenfield; WI,$4055 below market
881,2020 Ford F-150 XLT SuperCrew 4WD,$31499,81629 mi,Random Lake; WI,$2507 below market
882,2022 Honda Accord EX-L FWD,$29971,14824 mi,Kenosha; WI,$2069 below market
883,2015 Chevrolet Equinox 2LT FWD,$8985,140308 mi,Beaver Dam; WI,$1888 below market
884,2019 Jeep Compass Limited 4WD,$18985,89308 mi,Beaver Dam; WI,$1679 below market
885,2017 Chevrolet Silverado 1500 LT 4WD,$23990,106188 mi,Beaver Dam; WI,$3333 below market
886,2022 Ford Escape SEL AWD,$32300,1687 mi,Beaver Dam; WI,$3710 below market
887,2022 GMC Terrain SLE AWD,$27883,7826 mi,Plymouth; WI,$2699 below market
888,2022 Chevrolet Silverado 1500 RST Crew Cab 4WD,$50999,13682 mi,Plymouth; WI,$3961 below market
889,2020 Chevrolet Silverado 1500 Custom Double Cab 4WD,$32690,32120 mi,Plymouth; WI,$2220 below market
890,2022 GMC Terrain SLE AWD,$27814,19214 mi,Plymouth; WI,$1794 below market
891,2021 GMC Terrain SLT AWD,$29000,24538 mi,Beaver Dam; WI,$2039 below market
892,2021 Chevrolet Tahoe Z71 4WD,$58903,53246 mi,Plymouth; WI,$2931 below market
893,2021 Dodge Charger Scat Pack RWD,$51450,4677 mi,Plymouth; WI,$994 below market
894,2020 Lexus GX 460 AWD,$48965,18199 mi,Waukesha; WI,$1543 above market
895,2023 Chevrolet Silverado 3500HD LT Crew Cab 4WD,$70998,6574 mi,Plymouth; WI,$328 above market
896,2021 Chevrolet Equinox LT FWD with 1LT,$24755,27098 mi,Fox Lake; IL,$171 above market
897,2004 Cadillac XLR RWD,$20999,49495 mi,Brown Deer; WI,$3609 below market
898,2023 Acura RDX SH-AWD with Advance and A-Spec Package,$49686,351 mi,Milwaukee; WI,$2892 below market
899,2020 Dodge Charger Scat Pack RWD,$40899,44968 mi,West Bend; WI,$2571 below market
900,2020 Ford Ranger XL SuperCab 4WD,$19580,133189 mi,Watertown; WI,$2514 below market
901,2020 GMC Sierra 1500 SLT Crew Cab 4WD,$43580,48600 mi,Watertown; WI,$2900 below market
902,2019 Chevrolet Camaro,$26995,1787 mi,Plymouth; WI,$3768 below market
903,2013 Chevrolet Silverado 1500 LT Extended Cab 4WD,$8998,204254 mi,Delavan; WI,$2605 below market
904,2021 Ford F-150 XLT SuperCrew 4WD,$39898,20260 mi,Delavan; WI,$4506 below market
905,2021 Cadillac XT5 Premium Luxury AWD,$40884,8106 mi,Delavan; WI,$3771 below market
906,2021 Chevrolet Suburban Z71 4WD,$59898,48674 mi,Delavan; WI,$4990 below market
907,2016 GMC Yukon SLE 4WD,$29999,50500 mi,Sheboygan Falls; WI,$2128 below market
908,2020 Volvo XC90 T6 Momentum 7-Passenger AWD,$38929,34729 mi,Waukesha; WI,$2918 below market
909,2017 Chevrolet Tahoe LT 4WD,$28594,111278 mi,Milwaukee; WI,$2357 below market
910,2020 Chevrolet Equinox 2.0T Premier AWD,$29282,4777 mi,Milwaukee; WI,$2345 below market
911,2020 Toyota Tacoma TRD Sport Double Cab 4WD,$35800,24317 mi,Milwaukee; WI,$3496 below market
912,2022 GMC Terrain SLE AWD,$30490,18306 mi,Burlington; WI,$832 above market
913,2019 Ford Escape SE AWD,$21588,51235 mi,Milwaukee; WI,$1 above market
914,2020 Ford Escape Hybrid SE Sport FWD,$28394,38619 mi,Milwaukee; WI,$1138 above market
915,2020 RAM 1500 Big Horn Crew Cab 4WD,$38358,31226 mi,Sheboygan; WI,$1014 above market
916,2004 Cadillac XLR RWD,$20999,49495 mi,Brown Deer; WI,$3609 below market
917,2023 Acura RDX SH-AWD with Advance and A-Spec Package,$49686,351 mi,Milwaukee; WI,$2892 below market
918,2020 Dodge Charger Scat Pack RWD,$40899,44968 mi,West Bend; WI,$2571 below market
919,2020 Ford Ranger XL SuperCab 4WD,$19580,133189 mi,Watertown; WI,$2514 below market
920,2020 GMC Sierra 1500 SLT Crew Cab 4WD,$43580,48600 mi,Watertown; WI,$2900 below market
921,2019 Chevrolet Camaro,$26995,1787 mi,Plymouth; WI,$3768 below market
922,2013 Chevrolet Silverado 1500 LT Extended Cab 4WD,$8998,204254 mi,Delavan; WI,$2605 below market
923,2021 Ford F-150 XLT SuperCrew 4WD,$39898,20260 mi,Delavan; WI,$4506 below market
924,2021 Cadillac XT5 Premium Luxury AWD,$40884,8106 mi,Delavan; WI,$3771 below market
925,2021 Chevrolet Suburban Z71 4WD,$59898,48674 mi,Delavan; WI,$4990 below market
926,2016 GMC Yukon SLE 4WD,$29999,50500 mi,Sheboygan Falls; WI,$2128 below market
927,2020 Volvo XC90 T6 Momentum 7-Passenger AWD,$38929,34729 mi,Waukesha; WI,$2918 below market
928,2017 Chevrolet Tahoe LT 4WD,$28594,111278 mi,Milwaukee; WI,$2357 below market
929,2020 Chevrolet Equinox 2.0T Premier AWD,$29282,4777 mi,Milwaukee; WI,$2345 below market
930,2020 Toyota Tacoma TRD Sport Double Cab 4WD,$35800,24317 mi,Milwaukee; WI,$3496 below market
931,2020 Jeep Wrangler Unlimited Willys 4WD,$38000,48573 mi,Beaver Dam; WI,$484 below market
932,2021 Lexus LS 500 AWD,$65800,18758 mi,Brookfield; WI,$1323 below market
933,2020 Jeep Wrangler,$40796,32513 mi,Brookfield; WI,$709 below market
934,2021 Honda Pilot Black Edition AWD,$35530,21583 mi,Greenfield; WI,$1613 below market
935,2020 Buick Encore GX Essence AWD,$21899,53377 mi,Gurnee; IL,$3359 below market
936,2022 Chevrolet Silverado 1500 LT Crew Cab 4WD,$41999,3723 mi,Saukville; WI,$4262 below market
937,2021 Cadillac XT4 Sport AWD,$34999,17477 mi,Saukville; WI,$3749 below market
938,2022 Volkswagen ID.4 Pro S RWD,$35706,3794 mi,Milwaukee; WI,$3214 below market
939,2019 Chevrolet Silverado 1500 LTZ Crew Cab 4WD,$41765,41100 mi,Cedarburg; WI,$2893 below market
940,2020 Ford F-150 XLT SuperCrew 4WD,$36994,32889 mi,Cedarburg; WI,$2597 below market
941,2022 Chevrolet Traverse LT Leather AWD,$37500,26241 mi,Cedarburg; WI,$2435 below market
942,2022 Chevrolet Silverado 3500HD High Country Crew Cab 4WD,$72998,17737 mi,Cedarburg; WI,$3193 below market
943,2022 Jeep Renegade Limited 4WD,$27894,9243 mi,Gurnee; IL,$1625 below market
944,2023 Volkswagen Golf R 2.0T 4Motion AWD,$52227,1916 mi,Milwaukee; WI,$3955 below market
945,2023 Porsche Macan T AWD,$61382,2301 mi,Milwaukee; WI,$5636 below market
946,2021 Honda Accord Hybrid Touring FWD,$31150,24401 mi,Gurnee; IL,$2558 below market
947,2022 Hyundai Santa Fe SEL AWD,$29500,15795 mi,Gurnee; IL,$3087 below market
948,2016 Nissan Rogue S FWD,$10990,101100 mi,Gurnee; IL,$2296 below market
949,2020 GMC Sierra 2500HD AT4 Crew Cab 4WD,$54603,55629 mi,Plymouth; WI,$5430 below market
950,2017 Chevrolet Bolt EV LT FWD,$18781,35215 mi,Plymouth; WI,$1557 below market
951,2020 Alfa Romeo Giulia Sport RWD,$29500,18336 mi,West Allis; WI,$1296 below market
952,2019 Ford F-150 XLT SuperCrew 4WD,$36608,39332 mi,West Bend; WI,$1879 below market
953,2011 Subaru Forester 2.5 X Premium,$12399,88645 mi,Sheboygan; WI,$561 below market
954,2020 Buick Encore GX Essence AWD,$21899,53377 mi,Gurnee; IL,$3359 below market
955,2022 Chevrolet Silverado 1500 LT Crew Cab 4WD,$41999,3723 mi,Saukville; WI,$4262 below market
956,2021 Cadillac XT4 Sport AWD,$34999,17477 mi,Saukville; WI,$3749 below market
957,2022 Volkswagen ID.4 Pro S RWD,$35706,3794 mi,Milwaukee; WI,$3214 below market
958,2019 Chevrolet Silverado 1500 LTZ Crew Cab 4WD,$41765,41100 mi,Cedarburg; WI,$2893 below market
959,2020 Ford F-150 XLT SuperCrew 4WD,$36994,32889 mi,Cedarburg; WI,$2597 below market
960,2022 Chevrolet Traverse LT Leather AWD,$37500,26241 mi,Cedarburg; WI,$2435 below market
961,2022 Chevrolet Silverado 3500HD High Country Crew Cab 4WD,$72998,17737 mi,Cedarburg; WI,$3193 below market
962,2022 Jeep Renegade Limited 4WD,$27894,9243 mi,Gurnee; IL,$1625 below market
963,2023 Volkswagen Golf R 2.0T 4Motion AWD,$52227,1916 mi,Milwaukee; WI,$3955 below market
964,2023 Porsche Macan T AWD,$61382,2301 mi,Milwaukee; WI,$5636 below market
965,2021 Honda Accord Hybrid Touring FWD,$31150,24401 mi,Gurnee; IL,$2558 below market
966,2022 Hyundai Santa Fe SEL AWD,$29500,15795 mi,Gurnee; IL,$3087 below market
967,2016 Nissan Rogue S FWD,$10990,101100 mi,Gurnee; IL,$2296 below market
968,2020 GMC Sierra 2500HD AT4 Crew Cab 4WD,$54603,55629 mi,Plymouth; WI,$5430 below market
969,2020 Ford Escape SE FWD,$22996,26808 mi,Antioch; IL,$434 below market
970,2019 Lexus GX 460 AWD,$40012,50298 mi,Milwaukee; WI,$933 below market
971,2019 BMW X3 M40i AWD,$37505,47308 mi,Plymouth; WI,$1142 below market
972,2021 Chevrolet Silverado 2500HD LTZ Crew Cab 4WD,$65800,27800 mi,Plymouth; WI,$968 below market
973,2021 Lexus RX 350 AWD,$44679,23671 mi,Milwaukee; WI,$2432 below market
974,2022 Chevrolet Traverse LT Leather AWD,$37500,26241 mi,Cedarburg; WI,$2435 below market
975,2022 Chevrolet Silverado 3500HD High Country Crew Cab 4WD,$72998,17737 mi,Cedarburg; WI,$3193 below market
976,2023 Porsche Macan T AWD,$61382,2301 mi,Milwaukee; WI,$5636 below market
977,2022 GMC Terrain SLE AWD,$27814,19214 mi,Plymouth; WI,$1794 below market
978,2021 Jeep Cherokee Latitude Plus 4WD,$23905,56249 mi,Plymouth; WI,$2528 below market
979,2020 Jeep Gladiator Rubicon Crew Cab 4WD,$42970,32653 mi,Plymouth; WI,$3126 below market
980,2021 BMW X5 M AWD,$84858,11135 mi,Milwaukee; WI,$8218 below market
981,2021 Chevrolet Silverado 1500 LTZ Crew Cab 4WD,$43624,54916 mi,Milwaukee; WI,$2276 below market
982,2021 Acura RDX SH-AWD,$35321,9246 mi,Milwaukee; WI,$1671 below market
983,2020 Ford F-150 XLT SuperCrew 4WD,$31499,81629 mi,Random Lake; WI,$2507 below market
984,2022 Jeep Renegade Limited 4WD,$27894,9243 mi,Gurnee; IL,$1625 below market
985,2022 Ford Escape SEL AWD,$32300,1687 mi,Beaver Dam; WI,$3710 below market
986,2019 Hyundai Santa Fe XL Limited Ultimate AWD,$21999,96504 mi,Franklin; WI,$1828 below market
987,2022 Chevrolet Silverado 1500 LT Crew Cab 4WD,$41999,3723 mi,Saukville; WI,$4262 below market
988,2019 GMC Acadia SLE-1 AWD,$25000,37421 mi,Milwaukee; WI,$1433 below market
989,2017 Honda Civic LX,$18800,51425 mi,Lake Geneva; WI,$926 below market
990,2021 Jeep Cherokee Latitude Plus 4WD,$24844,60558 mi,Gurnee; IL,$191 below market
991,2020 Honda Civic LX Sedan FWD,$21994,27444 mi,Mount Pleasant; WI,$798 below market
992,2016 Ford F-150 XLT SuperCrew 4WD,$23999,91460 mi,Random Lake; WI,$2785 below market
993,2002 Honda S2000 Roadster,$21900,89791 mi,Delavan; WI,$4698 below market
994,2020 Ford F-150 Lariat SuperCrew 4WD,$45000,20429 mi,Greenfield; WI,$4055 below market
995,2020 Ford F-150 XLT SuperCrew 4WD,$31499,81629 mi,Random Lake; WI,$2507 below market
996,2022 Honda Accord EX-L FWD,$29971,14824 mi,Kenosha; WI,$2069 below market
997,2015 Chevrolet Equinox 2LT FWD,$8985,140308 mi,Beaver Dam; WI,$1888 below market
998,2019 Jeep Compass Limited 4WD,$18985,89308 mi,Beaver Dam; WI,$1679 below market
999,2017 Chevrolet Silverado 1500 LT 4WD,$23990,106188 mi,Beaver Dam; WI,$3333 below market
1000,2022 Ford Escape SEL AWD,$32300,1687 mi,Beaver Dam; WI,$3710 below market
1001,2022 GMC Terrain SLE AWD,$27883,7826 mi,Plymouth; WI,$2699 below market
1002,2022 Chevrolet Silverado 1500 RST Crew Cab 4WD,$50999,13682 mi,Plymouth; WI,$3961 below market
1003,2020 Chevrolet Silverado 1500 Custom Double Cab 4WD,$32690,32120 mi,Plymouth; WI,$2220 below market
1004,2022 GMC Terrain SLE AWD,$27814,19214 mi,Plymouth; WI,$1794 below market
1005,2021 GMC Terrain SLT AWD,$29000,24538 mi,Beaver Dam; WI,$2039 below market
1006,2021 Chevrolet Tahoe Z71 4WD,$58903,53246 mi,Plymouth; WI,$2931 below market
1007,2022 Chevrolet Silverado 1500 Limited RST Crew Cab 4WD,$44999,45187 mi,Brookfield; WI,$1054 below market
1008,2021 Toyota Highlander Limited AWD,$40657,25107 mi,Brookfield; WI,$3402 below market
1009,2015 Kia Forte5 EX,$10995,70867 mi,Fox Lake; IL,$774 below market
1010,2021 Chevrolet Express Cargo 3500 Extended RWD,$40985,47863 mi,Plymouth; WI,$1401 below market
1011,2016 Ford F-150 XLT SuperCrew 4WD,$23999,91460 mi,Random Lake; WI,$2785 below market
1012,2002 Honda S2000 Roadster,$21900,89791 mi,Delavan; WI,$4698 below market
1013,2020 Ford F-150 Lariat SuperCrew 4WD,$45000,20429 mi,Greenfield; WI,$4055 below market
1014,2020 Ford F-150 XLT SuperCrew 4WD,$31499,81629 mi,Random Lake; WI,$2507 below market
1015,2022 Honda Accord EX-L FWD,$29971,14824 mi,Kenosha; WI,$2069 below market
1016,2015 Chevrolet Equinox 2LT FWD,$8985,140308 mi,Beaver Dam; WI,$1888 below market
1017,2019 Jeep Compass Limited 4WD,$18985,89308 mi,Beaver Dam; WI,$1679 below market
1018,2017 Chevrolet Silverado 1500 LT 4WD,$23990,106188 mi,Beaver Dam; WI,$3333 below market
1019,2022 Ford Escape SEL AWD,$32300,1687 mi,Beaver Dam; WI,$3710 below market
1020,2022 GMC Terrain SLE AWD,$27883,7826 mi,Plymouth; WI,$2699 below market
1021,2022 Chevrolet Silverado 1500 RST Crew Cab 4WD,$50999,13682 mi,Plymouth; WI,$3961 below market
1022,2020 Chevrolet Silverado 1500 Custom Double Cab 4WD,$32690,32120 mi,Plymouth; WI,$2220 below market
1023,2022 GMC Terrain SLE AWD,$27814,19214 mi,Plymouth; WI,$1794 below market
1024,2021 GMC Terrain SLT AWD,$29000,24538 mi,Beaver Dam; WI,$2039 below market
1025,2021 Chevrolet Tahoe Z71 4WD,$58903,53246 mi,Plymouth; WI,$2931 below market
1026,2017 Kia Soul Base,$14441,36998 mi,West Bend; WI,$296 below market
1027,2021 Ford Escape SE AWD,$24600,29572 mi,Lake Geneva; WI,$1448 below market
1028,2020 Ford Ranger XLT SuperCrew 4WD,$32459,60886 mi,Oak Creek; WI,$578 below market
1029,2020 Ford Explorer Platinum AWD,$40697,37929 mi,Milwaukee; WI,$949 below market
1030,2021 Lexus RX 350 AWD,$44679,23671 mi,Milwaukee; WI,$2432 below market
1031,2022 Chevrolet Traverse LT Leather AWD,$37500,26241 mi,Cedarburg; WI,$2435 below market
1032,2022 Chevrolet Silverado 3500HD High Country Crew Cab 4WD,$72998,17737 mi,Cedarburg; WI,$3193 below market
1033,2023 Porsche Macan T AWD,$61382,2301 mi,Milwaukee; WI,$5636 below market
1034,2022 GMC Terrain SLE AWD,$27814,19214 mi,Plymouth; WI,$1794 below market
1035,2021 Jeep Cherokee Latitude Plus 4WD,$23905,56249 mi,Plymouth; WI,$2528 below market
1036,2020 Jeep Gladiator Rubicon Crew Cab 4WD,$42970,32653 mi,Plymouth; WI,$3126 below market
1037,2021 BMW X5 M AWD,$84858,11135 mi,Milwaukee; WI,$8218 below market
1038,2021 Chevrolet Silverado 1500 LTZ Crew Cab 4WD,$43624,54916 mi,Milwaukee; WI,$2276 below market
1039,2021 Acura RDX SH-AWD,$35321,9246 mi,Milwaukee; WI,$1671 below market
1040,2020 Ford F-150 XLT SuperCrew 4WD,$31499,81629 mi,Random Lake; WI,$2507 below market
1041,2022 Jeep Renegade Limited 4WD,$27894,9243 mi,Gurnee; IL,$1625 below market
1042,2022 Ford Escape SEL AWD,$32300,1687 mi,Beaver Dam; WI,$3710 below market
1043,2019 Hyundai Santa Fe XL Limited Ultimate AWD,$21999,96504 mi,Franklin; WI,$1828 below market
1044,2022 Chevrolet Silverado 1500 LT Crew Cab 4WD,$41999,3723 mi,Saukville; WI,$4262 below market
1045,2020 Honda CR-V EX-L AWD,$27424,25954 mi,Milwaukee; WI,$3309 below market
1046,2020 Nissan Murano Platinum AWD,$33995,21192 mi,Greenfield; WI,$186 above market
1047,2021 Nissan Altima 2.5 SL AWD,$24331,31724 mi,Bristol; WI,$1687 below market
1048,2020 RAM 1500 Lone Star Crew Cab 4WD,$39994,40683 mi,Milwaukee; WI,$175 below market
1049,2004 Cadillac XLR RWD,$20999,49495 mi,Brown Deer; WI,$3609 below market
1050,2023 Acura RDX SH-AWD with Advance and A-Spec Package,$49686,351 mi,Milwaukee; WI,$2892 below market
1051,2020 Dodge Charger Scat Pack RWD,$40899,44968 mi,West Bend; WI,$2571 below market
1052,2020 Ford Ranger XL SuperCab 4WD,$19580,133189 mi,Watertown; WI,$2514 below market
1053,2020 GMC Sierra 1500 SLT Crew Cab 4WD,$43580,48600 mi,Watertown; WI,$2900 below market
1054,2019 Chevrolet Camaro,$26995,1787 mi,Plymouth; WI,$3768 below market
1055,2013 Chevrolet Silverado 1500 LT Extended Cab 4WD,$8998,204254 mi,Delavan; WI,$2605 below market
1056,2021 Ford F-150 XLT SuperCrew 4WD,$39898,20260 mi,Delavan; WI,$4506 below market
1057,2021 Cadillac XT5 Premium Luxury AWD,$40884,8106 mi,Delavan; WI,$3771 below market
1058,2021 Chevrolet Suburban Z71 4WD,$59898,48674 mi,Delavan; WI,$4990 below market
1059,2016 GMC Yukon SLE 4WD,$29999,50500 mi,Sheboygan Falls; WI,$2128 below market
1060,2020 Volvo XC90 T6 Momentum 7-Passenger AWD,$38929,34729 mi,Waukesha; WI,$2918 below market
1061,2017 Chevrolet Tahoe LT 4WD,$28594,111278 mi,Milwaukee; WI,$2357 below market
1062,2020 Chevrolet Equinox 2.0T Premier AWD,$29282,4777 mi,Milwaukee; WI,$2345 below market
1063,2020 Toyota Tacoma TRD Sport Double Cab 4WD,$35800,24317 mi,Milwaukee; WI,$3496 below market
1064,2021 Cadillac CT4 Premium Luxury AWD,$34999,14104 mi,Saukville; WI,$2034 below market
1065,2015 Chrysler Town & Country Touring-L FWD,$10995,99926 mi,Fox Lake; IL,$3860 below market
1066,2022 Toyota Camry Hybrid SE FWD,$32925,19522 mi,Milwaukee; WI,$1171 below market
1067,2017 Honda Civic LX,$18800,51425 mi,Lake Geneva; WI,$926 below market
1068,2016 Ford F-150 XLT SuperCrew 4WD,$23999,91460 mi,Random Lake; WI,$2785 below market
1069,2002 Honda S2000 Roadster,$21900,89791 mi,Delavan; WI,$4698 below market
1070,2020 Ford F-150 Lariat SuperCrew 4WD,$45000,20429 mi,Greenfield; WI,$4055 below market
1071,2020 Ford F-150 XLT SuperCrew 4WD,$31499,81629 mi,Random Lake; WI,$2507 below market
1072,2022 Honda Accord EX-L FWD,$29971,14824 mi,Kenosha; WI,$2069 below market
1073,2015 Chevrolet Equinox 2LT FWD,$8985,140308 mi,Beaver Dam; WI,$1888 below market
1074,2019 Jeep Compass Limited 4WD,$18985,89308 mi,Beaver Dam; WI,$1679 below market
1075,2017 Chevrolet Silverado 1500 LT 4WD,$23990,106188 mi,Beaver Dam; WI,$3333 below market
1076,2022 Ford Escape SEL AWD,$32300,1687 mi,Beaver Dam; WI,$3710 below market
1077,2022 GMC Terrain SLE AWD,$27883,7826 mi,Plymouth; WI,$2699 below market
1078,2022 Chevrolet Silverado 1500 RST Crew Cab 4WD,$50999,13682 mi,Plymouth; WI,$3961 below market
1079,2020 Chevrolet Silverado 1500 Custom Double Cab 4WD,$32690,32120 mi,Plymouth; WI,$2220 below market
1080,2022 GMC Terrain SLE AWD,$27814,19214 mi,Plymouth; WI,$1794 below market
1081,2021 GMC Terrain SLT AWD,$29000,24538 mi,Beaver Dam; WI,$2039 below market
1082,2021 Chevrolet Tahoe Z71 4WD,$58903,53246 mi,Plymouth; WI,$2931 below market
1083,2017 Subaru Legacy 2.5i Limited AWD,$19997,57826 mi,Milwaukee; WI,$503 below market
1084,2015 Kia Forte5 EX,$10995,70867 mi,Fox Lake; IL,$774 below market
1085,2019 RAM 1500 Limited Crew Cab 4WD,$45705,49160 mi,Plymouth; WI,$1368 below market
1086,2022 Chevrolet Trax LT AWD,$23837,5811 mi,Plymouth; WI,$602 below market
1087,2016 Ford F-150 XLT SuperCrew 4WD,$23999,91460 mi,Random Lake; WI,$2785 below market
1088,2002 Honda S2000 Roadster,$21900,89791 mi,Delavan; WI,$4698 below market
1089,2020 Ford F-150 Lariat SuperCrew 4WD,$45000,20429 mi,Greenfield; WI,$4055 below market
1090,2020 Ford F-150 XLT SuperCrew 4WD,$31499,81629 mi,Random Lake; WI,$2507 below market
1091,2022 Honda Accord EX-L FWD,$29971,14824 mi,Kenosha; WI,$2069 below market
1092,2015 Chevrolet Equinox 2LT FWD,$8985,140308 mi,Beaver Dam; WI,$1888 below market
1093,2019 Jeep Compass Limited 4WD,$18985,89308 mi,Beaver Dam; WI,$1679 below market
1094,2017 Chevrolet Silverado 1500 LT 4WD,$23990,106188 mi,Beaver Dam; WI,$3333 below market
1095,2022 Ford Escape SEL AWD,$32300,1687 mi,Beaver Dam; WI,$3710 below market
1096,2022 GMC Terrain SLE AWD,$27883,7826 mi,Plymouth; WI,$2699 below market
1097,2022 Chevrolet Silverado 1500 RST Crew Cab 4WD,$50999,13682 mi,Plymouth; WI,$3961 below market
1098,2020 Chevrolet Silverado 1500 Custom Double Cab 4WD,$32690,32120 mi,Plymouth; WI,$2220 below market
1099,2022 GMC Terrain SLE AWD,$27814,19214 mi,Plymouth; WI,$1794 below market
1100,2021 GMC Terrain SLT AWD,$29000,24538 mi,Beaver Dam; WI,$2039 below market
1101,2021 Chevrolet Tahoe Z71 4WD,$58903,53246 mi,Plymouth; WI,$2931 below market
1102,2020 Toyota Tacoma TRD Off Road Double Cab 4WD,$37490,30716 mi,Kenosha; WI,$1760 below market
1103,2022 Volvo XC60 B5 Inscription AWD,$44000,22048 mi,Brookfield; WI,$828 below market
1104,2021 Acura RDX SH-AWD,$35321,9246 mi,Milwaukee; WI,$1671 below market
1105,2018 Ford F-150 XLT SuperCrew 4WD,$33599,46725 mi,Random Lake; WI,$1076 below market
1106,2004 Cadillac XLR RWD,$20999,49495 mi,Brown Deer; WI,$3609 below market
